Date,Open,High,Low,Close,Adj Close,Volume
2022-03-04,290.041373,160.770555,154.541156,139.233499,291.090256,5467563390497589.0
2022-03-07,297.750983,159.68713,140.17284,145.950343,284.278255,5704807678092832.0
2022-03-08,308.738085,167.887417,143.021342,127.040657,287.635426,5781602505435995.0
2022-03-09,312.506777,168.003749,137.24616,122.564396,283.596335,5824947251406267.0
2022-03-10,321.566908,160.071271,141.85543,121.249467,276.009165,5911441397073791.0
2022-03-11,316.038377,158.504127,137.00692,135.52701,292.924278,6228020951890818.0
2022-03-14,323.969254,145.230193,130.641479,126.083768,301.551743,6207879642697368.0
2022-03-15,331.786613,137.577644,131.743669,131.631434,304.411073,6394598585564940.0
2022-03-16,344.774192,141.717721,147.273161,140.323335,301.373638,5977006129665610.0
2022-03-17,330.715921,140.219289,152.274883,134.526465,298.984241,7048507578035796.0
2022-03-18,323.129402,146.192375,153.266128,131.564466,311.4157,6926591542438719.0
2022-03-21,330.253144,133.711614,155.714367,132.799408,313.963469,7009676761424173.0
2022-03-22,307.838558,132.244343,144.354141,120.810868,289.405896,7245370383462591.0
2022-03-23,312.147174,129.288635,137.108872,117.184244,308.862489,7070072606973245.0
2022-03-24,321.282898,135.474657,120.776128,127.661803,310.422491,7070826227229925.0
2022-03-25,316.508725,139.852684,132.196882,132.000958,313.264486,7066470287802315.0
2022-03-28,312.977338,144.035847,142.292475,130.805002,322.050956,6679528460101626.0
2022-03-29,303.971466,153.961697,144.963007,131.807295,325.868872,6861442954800071.0
2022-03-30,299.663412,151.692087,145.947026,136.621016,331.938027,6165314809167879.0
2022-03-31,295.601718,160.300166,135.892577,142.994924,328.645482,6899890624980258.0
2022-04-01,289.92243,153.712361,134.557163,138.542921,318.906674,7230842553150409.0
2022-04-04,283.776949,146.890344,146.387059,151.127363,321.243761,7497092480001880.0
2022-04-05,281.598867,151.779206,147.346869,161.932725,332.788601,6764199168051461.0
2022-04-06,279.317922,142.250086,143.75137,167.531427,327.704066,6428358918917727.0
2022-04-07,295.376608,145.989457,132.345629,160.744941,321.97799,7010119920556397.0
2022-04-08,292.151315,146.717785,141.47867,152.514287,331.83867,8753414409801796.0
2022-04-11,295.202942,153.644695,141.119786,149.934545,328.278048,9253312967854726.0
2022-04-12,290.424453,153.346309,129.722794,150.510692,325.090774,9686869132323862.0
2022-04-13,285.537886,153.785546,123.773804,136.183911,322.202718,9905113319007494.0
2022-04-14,271.17412,157.119355,115.51286,140.295262,321.779084,9546155699355116.0
2022-04-18,257.941083,152.968452,114.75045,150.865291,309.29052,9962145500980880.0
2022-04-19,247.805701,148.539363,116.20713,155.642911,305.073374,9496488427079650.0
2022-04-20,249.493241,151.650687,113.01365,150.216214,307.011685,8984831794409054.0
2022-04-21,258.768127,151.5449,118.198723,143.825316,308.892976,8446703584704497.0
2022-04-22,243.704743,149.024759,118.814208,146.349303,318.249628,8854512957795686.0
2022-04-25,239.162646,148.577305,125.866174,145.181434,333.055519,8827829954648361.0
2022-04-26,227.667947,158.842607,123.628326,148.871978,345.247077,8867709338211498.0
2022-04-27,225.54706,156.094431,143.657918,153.855287,352.657701,8858693964059552.0
2022-04-28,234.81851,153.161032,140.063452,162.831996,351.564279,8382729384563994.0
2022-04-29,231.145214,142.337298,134.251474,153.689699,346.677541,8098111980626763.0
2022-05-02,230.867102,142.148067,127.634728,155.576319,346.916545,7834650546181440.0
2022-05-03,243.364502,146.424677,126.35402,152.696188,351.695524,7241117328149619.0
2022-05-04,247.383174,151.846523,115.200465,151.973704,358.364697,7026531336939798.0
2022-05-05,241.047144,152.618947,117.227973,159.097124,363.443624,6569243708178715.0
2022-05-06,242.524005,158.804873,104.858681,167.106259,362.570596,6809651812582538.0
2022-05-09,235.614491,163.556317,106.016492,178.580452,368.959265,7085090355336179.0
2022-05-10,239.315048,170.745706,97.273136,182.128823,379.138657,6538504839294886.0
2022-05-11,243.822037,177.113457,94.877572,181.313612,386.273444,6411217268700462.0
2022-05-12,232.325051,187.221764,98.933696,179.334509,386.113459,7189258206033791.0
2022-05-13,233.939926,186.219245,114.112005,165.282582,379.541089,6774254826474588.0
2022-05-16,233.066234,177.824938,107.156913,176.278477,372.779037,6951142994606929.0
2022-05-17,237.822632,182.145203,106.272948,173.73707,367.427277,6992983784010202.0
2022-05-18,245.016137,187.211659,101.636156,177.9397,369.579169,7450067624525862.0
2022-05-19,249.201001,197.320076,96.043151,183.552568,373.832136,7571790983231639.0
2022-05-20,246.74927,205.58461,91.463854,173.488097,362.615962,7387869709791169.0
2022-05-23,254.809778,218.091101,96.956644,166.046703,358.681474,7413410648418961.0
2022-05-24,247.513331,222.131213,93.862385,178.731344,360.723088,7445094160926710.0
2022-05-25,236.412833,223.673833,108.682552,181.178612,353.624257,7403994006143842.0
2022-05-26,209.374121,214.909574,111.504657,176.529684,357.190274,6846695934502738.0
2022-05-27,208.903673,216.958573,104.994518,175.581431,354.827757,7366947805862872.0
2022-05-31,202.04519,213.511145,102.694426,184.51208,349.138497,7812906256814723.0
2022-06-01,205.55253,214.943271,97.546593,192.20502,349.660016,7371228605061014.0
2022-06-02,188.920094,215.372699,102.882332,180.341969,352.893162,7242219331612600.0
2022-06-03,183.54399,218.466805,92.257279,193.737548,346.203392,7145020937734080.0
2022-06-06,187.667816,217.926446,83.581333,201.689835,344.359217,6656102267246644.0
2022-06-07,179.038569,223.979442,79.809792,200.528716,348.195331,5868471776616967.0
2022-06-08,182.643695,206.668633,84.379039,190.900866,342.196823,5583912516345093.0
2022-06-09,178.034048,207.963339,92.548447,199.568952,329.03555,5431488040285160.0
2022-06-10,177.880981,215.724594,101.683035,203.531494,316.843394,4822830816552263.0
2022-06-13,183.066537,227.749372,105.250038,191.735928,313.596214,4894722821216532.0
2022-06-14,191.292543,232.505485,104.807348,189.926286,303.148677,5381232473865277.0
2022-06-15,192.204714,243.34766,110.107467,215.476262,300.463927,5732852762073756.0
2022-06-16,185.410299,244.507877,102.717172,215.691796,313.874723,5677037136612571.0
2022-06-17,181.642157,244.607426,90.744775,209.728068,302.945917,4900502849455976.0
2022-06-21,187.183051,248.069932,93.702077,201.592956,300.781917,5198958987491710.0
2022-06-22,178.626768,248.130798,87.22029,216.111313,317.930266,5257988020739974.0
2022-06-23,177.238795,243.215352,86.892669,223.09909,321.290164,5433914498670010.0
2022-06-24,174.084073,240.005914,87.775328,234.646569,318.44546,6245618007493738.0
2022-06-27,173.331199,232.98415,89.498893,236.749625,317.286877,5896200950616856.0
2022-06-28,164.876687,236.440023,95.735945,247.047194,320.816574,4684641217040446.0
2022-06-29,149.25833,236.594046,101.281147,240.217036,334.473914,4239066877423972.0
2022-06-30,153.811248,234.374259,102.657077,241.622756,330.324635,4440939152100974.0
2022-07-01,162.133613,230.836264,99.864125,244.042471,324.361953,4449725867662820.0
2022-07-05,147.023382,234.143194,100.669135,255.386339,313.431465,3935945018954814.0
2022-07-06,150.28564,239.208979,96.867069,258.065043,314.351966,3336336468365658.0
2022-07-07,159.620115,232.069948,95.681332,253.050103,303.206526,3184666186589530.0
2022-07-08,164.812073,223.927109,112.91547,253.653206,299.593623,2658075800163945.0
2022-07-11,161.395624,230.104582,114.207564,240.076588,292.422789,2874494430957330.0
2022-07-12,153.50039,221.403232,117.253918,221.248787,301.108725,2698929022296834.0
2022-07-13,154.314672,224.981154,112.736744,228.102806,297.13904,2432653359003359.0
2022-07-14,156.547055,235.389198,119.512281,225.130868,300.409372,2111218125511840.0
2022-07-15,157.487409,245.812095,124.587577,223.0822,287.677264,2219338955852040.0
2022-07-18,156.081855,250.605961,129.709209,229.933004,288.82497,2234721394747380.0
2022-07-19,147.003599,255.214209,131.215315,241.39552,279.299166,2317118693442294.0
2022-07-20,150.722913,269.677821,138.083238,245.831079,275.991227,2390336157563125.0
2022-07-21,154.851709,254.849912,146.505423,261.620152,293.770534,2357436705918816.0
2022-07-22,156.684839,251.965588,148.457907,265.796647,301.321284,1920409754647271.0
2022-07-25,157.754297,257.465951,147.80761,268.33987,300.390379,1610706482002744.0
2022-07-26,172.156201,255.393054,153.76181,270.379408,326.068768,1442186229227283.0
2022-07-27,166.973929,263.392461,147.944627,259.98759,318.846023,2308180404494659.0
2022-07-28,177.993834,263.222383,143.345782,267.85719,328.26044,1738381347021116.0
2022-07-29,171.879414,264.145063,143.096735,248.015111,316.099468,1559640898676059.0
2022-08-01,181.432951,262.472054,131.800375,243.320013,314.244813,1598430603559289.0
2022-08-02,192.044212,259.21618,137.316259,243.587921,303.562388,1468324888337564.0
2022-08-03,189.678704,255.803198,131.11434,237.234834,305.715885,1917452633702057.0
2022-08-04,203.925146,257.616333,128.128487,233.63548,306.259514,1785174669517137.0
2022-08-05,208.038482,252.750655,126.832473,248.701938,303.895106,1683999606817714.0
2022-08-08,200.706247,258.919792,127.189353,257.777497,312.724458,2024059791927693.0
2022-08-09,197.651225,263.173042,125.040121,252.271164,308.28532,2783029240325610.0
2022-08-10,207.407196,270.275994,124.69899,248.526707,310.995225,3372424710939944.0
2022-08-11,215.380434,263.147115,124.408535,238.20407,317.653339,3312416880955822.0
2022-08-12,206.51141,252.374269,121.582759,244.028738,305.887851,3289056208374242.0
2022-08-15,205.453373,252.428802,116.622439,242.075185,299.99871,3306167143410229.0
2022-08-16,207.309464,271.023951,123.799806,226.135508,300.525471,3365451555146770.0
2022-08-17,203.119941,279.192163,110.127511,227.037685,305.660919,3006556632633398.0
2022-08-18,223.290504,275.732326,108.881001,230.695133,317.122773,3397910113711714.0
2022-08-19,225.402835,278.524841,105.912109,238.622922,315.492382,3482263781561652.0
2022-08-22,225.003193,283.253015,108.752619,238.106396,313.057549,3460862070889972.0
2022-08-23,235.253003,274.594743,99.334921,235.151344,306.175311,2923736446430926.0
2022-08-24,232.27401,283.423452,96.163899,251.414505,308.910265,2947394169556292.0
2022-08-25,240.964455,282.435424,95.593788,251.549257,306.630204,2148654242971716.0
2022-08-26,226.912166,281.937536,102.696546,257.49261,304.53476,1901500670773728.0
2022-08-29,223.181301,282.170709,104.970268,253.178083,303.879949,1662149110712549.0
2022-08-30,232.22577,289.561855,97.324823,258.87986,308.387419,1780309662500030.0
2022-08-31,245.700576,284.81997,94.234354,247.101968,303.975219,2568355699857339.0
2022-09-01,239.252294,273.999265,100.132798,243.418605,297.896197,2806337965616083.0
2022-09-02,231.813373,276.143163,92.374222,233.655908,301.44478,3412935753421355.0
2022-09-06,236.763341,263.172119,91.959315,228.808294,277.343686,3681746791868369.0
2022-09-07,231.592502,261.330316,91.999399,239.076948,272.61202,4152358224756529.0
2022-09-08,229.435052,268.991839,89.574453,234.169433,263.500874,4930848094242671.0
2022-09-09,237.011615,272.771627,107.316295,240.102149,273.219517,4620532194571977.0
2022-09-12,232.51181,279.51015,104.714988,252.544379,269.789347,4282767579381882.0
2022-09-13,215.928696,283.553439,107.758202,252.400801,265.401254,4561503216498791.0
2022-09-14,204.993446,299.028883,102.842995,260.5781,265.108441,4557419070672336.0
2022-09-15,205.203934,295.353217,106.396559,264.985943,260.443197,4647553163866238.0
2022-09-16,189.48799,297.977247,112.195111,266.015647,257.319194,4540437533000153.0
2022-09-19,187.087547,295.260353,108.447013,272.209551,258.191827,4287139893731390.0
2022-09-20,175.378562,301.45246,108.188795,287.280592,254.912742,4966225895214155.0
2022-09-21,189.44627,301.140464,102.429501,282.169867,251.576261,4501134984289973.0
2022-09-22,207.978969,312.199544,95.03984,274.436367,243.593924,4787264576472463.0
2022-09-23,199.108613,308.890628,101.924813,266.224528,234.462991,5005195052222779.0
2022-09-26,201.417285,317.958844,98.398983,274.407211,235.04394,4338593566164081.0
2022-09-27,193.378314,321.828338,82.703118,283.689246,237.591893,3986666333389265.0
2022-09-28,190.874535,321.702284,94.356082,279.395109,226.266763,3705430348996359.0
2022-09-29,206.332487,325.247988,89.206624,262.074135,232.440143,3940332731173695.0
2022-09-30,202.49081,326.997882,87.694033,256.657997,238.646361,3783436576177546.0
2022-10-03,200.184929,329.352538,98.532549,261.202451,246.537107,3744904076942966.0
2022-10-04,192.297917,328.112573,97.704704,260.739953,249.031388,3129343828550572.0
2022-10-05,202.168038,323.712977,96.735536,262.290338,254.222246,4104984018877218.0
2022-10-06,174.551397,321.654232,88.797656,258.107754,271.792215,4132388652575567.0
2022-10-07,170.91283,310.985691,78.198427,266.450616,269.476935,4339709585627803.0
2022-10-10,170.648583,316.444262,77.209301,269.327689,261.21043,4109808863337935.0
2022-10-11,165.15432,308.636859,79.683444,274.186692,249.038378,3832805037570304.0
2022-10-12,172.621559,307.328071,81.782695,275.563692,263.174763,4634659892672115.0
2022-10-13,182.966383,311.548232,78.732903,279.916805,277.416017,3826032975090620.0
2022-10-14,171.087854,316.990506,78.96525,283.733876,270.117898,3940682668620652.0
2022-10-17,189.011373,305.737534,67.04159,276.253961,264.397445,3428639659753746.0
2022-10-18,177.037463,305.232191,70.152878,279.374394,261.902474,3255776635521650.0
2022-10-19,188.118541,308.249727,71.308954,285.903893,271.789046,2984884698531981.0
2022-10-20,189.518145,308.663207,84.325146,295.395907,261.590348,2567688206826992.0
2022-10-21,185.361808,317.328729,84.473868,298.86702,245.959059,2580056309363200.0
2022-10-24,182.007448,312.161329,78.404437,291.084234,263.388987,1497517758930682.0
2022-10-25,181.848392,299.155905,78.172257,284.555539,265.983105,1362299872766724.0
2022-10-26,183.746097,304.412512,76.126777,281.091489,269.713136,1321790686921960.0
2022-10-27,176.049304,301.06355,79.07145,282.716143,268.168904,747600924334331.0
2022-10-28,174.186327,289.913477,79.347214,281.801382,271.989876,1381457776427956.0
2022-10-31,167.760343,288.982366,71.201394,272.727449,259.976599,1128917282821857.0
2022-11-01,157.556514,296.922885,60.596212,263.604732,253.347674,1026504588178154.0
2022-11-02,150.734032,288.936087,62.41656,246.589203,254.284663,774905809309262.0
2022-11-03,141.083434,303.93675,71.567983,221.255984,236.220076,738065497533769.0
2022-11-04,137.63736,298.666686,72.187039,220.263454,233.896831,1285676877679610.0
2022-11-07,141.439874,299.303668,77.609352,239.247429,231.080588,2323182651057424.0
2022-11-08,142.591938,291.598654,84.337349,253.966858,228.755962,2634228932045280.0
2022-11-09,159.502579,291.945675,86.183113,246.078316,224.444916,3089254656901508.0
2022-11-10,140.836379,291.172729,80.952529,247.38067,216.576664,3808572278024812.0
2022-11-11,144.952308,281.740987,82.330475,235.529858,202.101662,3910699484109385.0
2022-11-14,145.132741,299.870073,90.329811,224.921217,203.355251,4568541579666724.0
2022-11-15,152.192971,296.78775,93.897397,215.246521,201.051148,4899253894670988.0
2022-11-16,158.409814,293.711013,98.893984,213.490481,190.148867,4957271569497340.0
2022-11-17,157.132997,299.981259,95.96667,212.08508,190.744983,5102072627909874.0
2022-11-18,158.726634,311.649698,94.742159,214.224933,188.482255,4333526699633966.0
2022-11-21,152.52682,318.925223,94.064932,219.709241,184.891413,4453842211359986.0
2022-11-22,157.86984,311.334866,93.828728,217.045772,167.738467,3802071977817326.0
2022-11-23,142.022524,312.782314,101.572083,217.421803,173.294677,3116017290735612.0
2022-11-25,148.752525,300.847746,86.311018,208.591624,163.529833,3194596533063498.0
2022-11-28,148.681368,306.687968,86.610645,197.719122,164.131841,2723526367641398.0
2022-11-29,144.666487,296.325715,86.190161,185.588112,157.764039,2717997485160712.0
2022-11-30,142.815469,291.277144,77.314285,190.958618,154.75137,2773679876934495.0
2022-12-01,141.587922,291.337963,81.810368,188.286782,164.062433,2848125432126996.0
2022-12-02,152.742734,294.26137,77.168723,173.123889,168.409882,2465354131187126.0
2022-12-05,180.357964,292.676115,74.931931,172.690999,177.542989,2840763718912098.0
2022-12-06,190.854484,302.459372,87.130866,162.597966,180.281153,2800698110382263.0
2022-12-07,186.174248,307.159781,93.840306,176.20614,183.545194,2983658215677340.0
2022-12-08,191.654157,311.358736,97.699749,171.571583,169.397218,2477950586795388.0
2022-12-09,197.504281,303.58814,100.291476,177.204896,166.953957,2400416622034284.0
2022-12-12,189.764926,314.522826,99.313516,186.157755,165.251358,2859353823774064.0
2022-12-13,179.172158,309.475125,112.498007,178.459062,175.133195,3264831204780508.0
2022-12-14,178.76003,320.653622,117.847482,179.159711,171.18084,2926987420333108.0
2022-12-15,185.752566,333.650121,113.041902,183.7499,173.394984,2695012218049960.0
2022-12-16,172.175713,337.005591,103.978849,184.772347,175.296423,2276676419114560.0
2022-12-19,166.172889,343.678056,107.788234,187.795324,184.650532,1998080538287175.0
2022-12-20,171.167109,324.069519,107.522376,177.043949,183.676991,1407156413593728.0
2022-12-21,171.647671,322.905356,98.270609,181.638768,190.392941,1346508501506367.0
2022-12-22,183.813899,330.025867,101.175219,177.75909,176.854937,1610241835184766.0
2022-12-23,171.941083,336.011739,99.51437,180.687158,164.043438,1277545586478050.0
2022-12-27,192.063742,328.302951,103.087024,188.263387,145.879259,1236903375531113.0
2022-12-28,179.11443,326.508292,106.077719,193.793254,152.260913,1141634184480870.0
2022-12-29,161.989451,310.390454,102.19677,196.715362,157.744345,1582834098852752.0
2022-12-30,161.614458,313.109398,106.438129,202.027865,165.012422,1323088016082738.0
2023-01-03,152.095766,301.162338,103.279412,207.717433,159.691498,1078639983392139.0
2023-01-04,151.892138,308.463671,100.546233,219.982352,155.280761,720303133516852.0
2023-01-05,151.391204,316.098693,97.162609,219.786036,154.408755,239378939858397.0
2023-01-06,149.852691,313.150303,104.663927,221.202885,166.050237,459393990517442.0
2023-01-09,142.816829,316.560823,102.927522,228.877513,179.692032,400035116160168.0
2023-01-10,146.620884,315.255537,112.009107,224.963427,186.136251,420548612104800.0
2023-01-11,144.04891,316.881809,123.780712,214.166118,188.879487,954070113512484.0
2023-01-12,153.557511,309.635829,119.046013,218.265551,199.654747,1511748200499462.0
2023-01-13,152.149937,313.692793,100.029632,216.668174,197.704769,816876480266912.0
2023-01-17,144.074888,303.292238,106.965089,206.911562,194.674386,1086790428185276.0
2023-01-18,129.852756,291.686218,104.826861,211.070564,193.738607,1179150566113072.0
2023-01-19,128.515428,290.98876,99.257965,222.811076,186.007727,982488313684048.0
2023-01-20,117.851203,289.720871,95.504932,209.614684,184.704182,1117760676902914.0
2023-01-23,106.500424,291.541258,92.889998,218.024644,175.86415,389181802656057.0
2023-01-24,111.110426,287.47429,101.479117,197.436289,184.157301,1001768428921128.0
2023-01-25,96.123508,299.598977,102.625412,194.256254,188.601269,1215794378594578.0
2023-01-26,108.255048,300.705986,111.125563,209.332002,200.129696,849392677594282.0
2023-01-27,109.73872,302.274608,114.459708,206.738246,187.196134,600657443720464.0
2023-01-30,109.491845,303.615556,112.535751,207.552067,202.500284,0.0
2023-01-31,100.820687,310.102146,110.08087,213.84822,190.021018,0.0
2023-02-01,107.44481,313.862285,113.856033,199.945232,180.534018,0.0
2023-02-02,107.545965,316.766605,119.324996,200.613682,175.665254,0.0
2023-02-03,101.839001,321.54841,125.948175,201.217919,186.219297,324110040801211.0
2023-02-06,103.663652,309.976339,124.336335,216.471313,188.119266,858538276155109.0
2023-02-07,89.48339,298.645476,125.582724,206.484846,186.265359,844494495680254.0
2023-02-08,75.706593,298.240975,129.504688,203.457546,180.02264,713415558177212.0
2023-02-09,66.30924,297.05975,127.09164,195.97534,169.115133,893814020886639.0
2023-02-10,69.406579,300.844111,119.763914,187.629098,178.268931,883017579170057.0
2023-02-13,69.50473,301.05322,114.587128,196.895125,184.751783,425362905569653.0
2023-02-14,78.548424,304.850706,113.109468,197.193349,195.663535,148337774610814.0
2023-02-15,70.853029,296.976681,117.542986,192.748246,198.93297,21132531109417.0
2023-02-16,75.864389,296.989325,125.882007,188.610458,177.899755,122971873703940.0
2023-02-17,75.022176,288.505612,117.107268,184.10295,168.042689,124361343300286.0
2023-02-21,67.130778,291.057639,113.297777,180.323977,171.856354,210296409758292.0
2023-02-22,70.532302,279.142789,111.055555,170.103655,168.995706,0.0
2023-02-23,70.096957,281.448621,116.356271,168.076884,164.622601,277224511767313.0
2023-02-24,64.874384,272.147772,112.999878,165.231527,155.895979,276123936074354.0
2023-02-27,65.357288,269.779547,110.287311,159.138864,163.570006,1347145225465938.0
2023-02-28,64.381943,275.576483,101.146443,160.483118,167.314267,1181585915575989.0
2023-03-01,63.201223,277.109966,104.409824,162.518588,171.418387,1315081346783608.0
2023-03-02,59.819435,266.68083,103.453336,158.064686,166.447414,2502390765072416.0
2023-03-03,48.851334,262.467693,99.272778,156.971522,167.953238,2581480117427148.0
2023-03-06,49.6128,252.960047,97.674192,174.63889,157.350983,2550500505171610.0
2023-03-07,42.914417,242.217334,105.14947,191.995121,156.408759,2132906919234574.0
2023-03-08,34.365995,243.050085,98.672863,183.488559,136.2886,2773092156868893.0
2023-03-09,32.445549,246.709831,93.26448,176.119663,123.844196,2283087279024234.0
2023-03-10,38.811689,249.605133,101.559489,167.569816,121.362653,2460178617613331.0
2023-03-13,40.515524,253.53522,102.155161,176.262712,140.452815,2258484691486864.0
2023-03-14,36.125897,253.540415,106.63807,173.096994,126.148062,2176320943728088.0
2023-03-15,31.394479,251.87561,109.367066,175.130711,116.299011,1574939795587130.0
2023-03-16,36.925664,245.103463,109.235595,191.481067,118.128616,2137263558412774.0
2023-03-17,16.675791,242.374056,107.055959,191.476905,132.374953,2017896942076898.0
2023-03-20,23.580399,234.016215,112.597777,197.311797,134.087781,1504345915187353.0
2023-03-21,7.774403,228.69963,120.304341,201.632751,139.79893,2028635965816104.0
2023-03-22,0.0,229.348849,127.499472,196.921648,137.195096,1814080793939836.0
2023-03-23,0.0,228.677719,119.841047,205.631716,133.207616,1952264924261047.0
2023-03-24,18.575049,248.332603,128.480675,198.790311,133.960883,2303590922143597.0
2023-03-27,32.961394,239.818624,126.237976,209.787385,128.792484,2500412002768922.0
2023-03-28,39.093414,239.100918,121.396535,205.082526,134.68059,1574065451104081.0
2023-03-29,42.250392,230.089179,120.388159,201.269625,121.931049,1863965097710389.0
2023-03-30,26.544192,227.693758,125.927165,192.482826,129.144421,1819114175795134.0
2023-03-31,28.002715,225.558231,129.563949,185.033994,129.55484,1678201863973983.0
2023-04-03,23.459388,231.035526,127.992371,181.638246,127.933717,1629792534985798.0
2023-04-04,16.642367,228.24489,133.574161,161.911182,114.89058,950145597469182.0
2023-04-05,18.084269,227.104248,134.589236,160.091321,107.151108,1028427180673566.0
2023-04-06,14.205003,224.437186,130.939255,156.033957,116.83291,452086344112874.0
2023-04-10,21.721159,215.570301,126.405363,162.551259,115.260744,329337442487293.0
2023-04-11,5.388591,211.48676,129.189875,166.078371,117.583161,392518320089836.0
2023-04-12,6.152148,209.128697,128.749618,160.394354,110.645455,841674472596309.0
2023-04-13,0.0,209.68147,119.847538,156.739643,110.509129,494443666035582.0
2023-04-14,0.0,213.332587,125.491471,154.909308,99.631875,1102381052193165.0
2023-04-17,2.715617,211.915547,122.448132,167.096467,100.526675,1498049213824250.0
2023-04-18,0.0,210.38623,132.967367,160.478258,103.586767,1314920998715946.0
2023-04-19,1.522062,199.477112,123.885415,154.695474,106.246793,846092117268908.0
2023-04-20,0.0,203.005522,122.802558,145.582011,99.116733,236348659604067.0
2023-04-21,0.0,198.64227,118.321398,133.588953,96.477334,348099365821346.0
2023-04-24,0.0,203.495218,112.037618,136.171201,100.869375,35492561367352.0
2023-04-25,0.0,211.984243,108.951638,137.905346,99.274508,537352738115083.0
2023-04-26,0.0,210.865345,120.638707,148.437081,97.072917,249037412735914.0
2023-04-27,0.186165,204.41099,121.67675,157.002518,112.391227,0.0
2023-04-28,0.0,204.385607,116.59527,176.612884,104.882069,95715937364705.0
2023-05-01,0.0,206.693942,104.727772,176.092138,113.618346,0.0
2023-05-02,13.641812,204.760065,93.562264,174.050702,104.48024,1058607474898.0
2023-05-03,17.297804,201.238966,90.151208,163.538873,109.812639,413185701278716.0
2023-05-04,14.170047,204.919366,86.103874,169.294979,115.571857,459950113107137.0
2023-05-05,15.535923,208.178535,84.737369,170.34177,111.586427,508285357805298.0
2023-05-08,6.932316,206.04814,69.967068,175.728721,101.946131,592023995887314.0
2023-05-09,3.344976,195.565318,69.466839,166.529388,86.284344,0.0
2023-05-10,0.749705,198.561353,76.292483,169.474996,81.461228,162252772681936.0
2023-05-11,0.0,193.741901,87.012772,171.227848,85.765496,226975892104371.0
2023-05-12,3.418922,195.192108,74.714536,172.441659,77.243589,599952537018944.0
2023-05-15,0.0,196.238776,69.569675,166.956197,78.114928,852193071573218.0
